Municipality of residence,People,Average age
44241 Valdealgorfa,655,50.73
09403 Valdeande,105,63.88
47180 Valdearcos de la Vega,120,59.51
19298 Valdearenas,85,49.95
19299 Valdeavellano,95,55.17
42191 Valdeavellano de Tera,205,53.19
28156 Valdeavero,1380,37.09
19300 Valdeaveruelo,1075,35.99
06137 Valdecaballeros,1195,45.18
10197 Valdecañas de Tajo,120,51.61
37330 Valdecarros,380,50.53
"16906 Valdecolmenas, Los",105,58.35
49228 Valdefinjas,60,50.25
24175 Valdefresno,2025,47.43
10198 Valdefuentes,1355,48.96
37331 Valdefuentes de Sangusín,250,56.25
24176 Valdefuentes del Páramo,360,55.41
02075 Valdeganga,1980,46.26
01055 Valdegovía/Gaubea,1070,51.41
37332 Valdehijaderos,85,58.85
10199 Valdehúncar,200,50.81
06901 Valdelacalzada,2845,39.8
37333 Valdelacasa,270,50.49
10200 Valdelacasa de Tajo,480,60.61
37334 Valdelageve,90,53.45
28157 Valdelaguna,855,39.63
21071 Valdelarco,240,49.82
44244 Valdelinares,105,47.46
37335 Valdelosa,490,49.15
44245 Valdeltormo,320,53.94
24177 Valdelugueros,510,51.69
42194 Valdemaluque,205,65.46
28158 Valdemanco,920,42.36
13086 Valdemanco del Esteras,225,59.64
28159 Valdemaqueda,850,42.96
16224 Valdemeca,95,48.97
37336 Valdemierque,60,44.15
24178 Valdemora,85,59.59
10201 Valdemorales,225,47.62
28160 Valdemorillo,11685,37.3
28161 Valdemoro,69080,33.51
16227 Valdemoro-Sierra,135,57.02
42195 Valdenebro,125,62.93
47181 Valdenebro de los Valles,210,48.43
19304 Valdenuño Fernández,275,41.06
10202 Valdeobispo,740,48.97
39092 Valdeolea,1135,53.27
16228 Valdeolivas,215,54.33
28162 Valdeolmos-Alalpardo,3505,35.19
13087 Valdepeñas,30845,40.05
23093 Valdepeñas de Jaén,4090,43.47
19305 Valdepeñas de la Sierra,190,54.96
24179 Valdepiélago,360,51.62
28163 Valdepiélagos,565,40.82
24180 Valdepolo,1330,52.68
39093 Valdeprado del Río,360,54.94
40211 Valdeprados,90,53.94
24181 Valderas,1910,48.58
24182 Valderrey,485,55.96
44246 Valderrobres,2255,41.72
42197 Valderrodilla,90,58.55
37337 Valderrodrigo,160,49.05
24183 Valderrueda,975,54.14
33034 Valdés,12920,50
24184 Valdesamario,220,60.98
49229 Valdescorriel,160,48.86
47182 Valdestillas,1720,40.82
06138 Valdetorres,1290,42.53
28164 Valdetorres de Jarama,4125,38.64
16902 Valdetórtola,170,66.32
34192 Valde-Ucieza,115,56.46
40213 Valdevacas y Guijar,115,58.98
45179 Valdeverdeja,715,53.21
24187 Valdevimbre,1020,52.2
09405 Valdezate,155,58.7
28165 Valdilecha,2760,38.13
09406 Valdorros,310,39.86
15087 Valdoviño,6875,48.92
37338 Valdunciel,105,45.58
47183 Valdunquillo,170,54.38
46250 Valencia,790755,42.47
10203 Valencia de Alcántara,5825,46.15
24188 Valencia de Don Juan,5065,42.42
06139 Valencia de las Torres,680,47.85
06140 Valencia del Mombuey,790,45.33
06141 Valencia del Ventoso,2155,46.59
41096 Valencina de la Concepción,8030,38.03
14063 Valenzuela,1315,47.51
13088 Valenzuela de Calatrava,760,44.22
"16903 Valeras, Las",1665,41.95
37339 Valero,350,53.1
36056 Valga,6050,42.69
26162 Valgañón,125,51.71
44247 Valjunquera,385,54.43
12124 Vall d'Alba,2940,42.3
"03134 Vall d'Alcalà, la",180,56.01
12125 Vall de Almonacid,265,53.5
"17208 Vall de Bianya, La",1315,42.53
"25043 Vall de Boí, La",1025,43.09
25901 Vall de Cardós,390,45.62
03136 Vall de Gallinera,655,50.72
"03137 Vall de Laguar, la",850,51.45
"03135 Vall d'Ebo, la",280,49.99
"17207 Vall d'en Bas, La",2935,43.64
"12126 Vall d'Uixó, la",32660,40.63
46251 Vallada,3280,43.71
47186 Valladolid,309930,44.72
46252 Vallanca,160,56.02
08292 Vallbona d'Anoia,1420,42.3
25238 Vallbona de les Monges,245,52.45
08293 Vallcebre,275,49.39
43158 Vallclara,125,48.38
07063 Valldemossa,1985,42.21
29093 Valle de Abdalajís,2665,44.04
"16173 Valle de Altomira, El",285,56.6
34196 Valle de Cerrato,95,55.33
22901 Valle de Hecho,935,48.27
06146 Valle de la Serena,1390,48.23
09904 Valle de las Navas,595,51.26
09908 Valle de Losa,565,52.97
09409 Valle de Manzanedo,155,51.31
06147 Valle de Matamoros,425,52.1
09410 Valle de Mena,3825,45.25
09411 Valle de Oca,175,49.94
06148 Valle de Santa Ana,1185,43.77
09902 Valle de Santibáñez,515,51.6
09905 Valle de Sedano,480,48.99
40218 Valle de Tabladillo,115,67.79
09412 Valle de Tobalina,960,51.77
48080 Valle de Trápaga-Trapagaran,12155,44.46
09413 Valle de Valdebezana,540,53.1
09414 Valle de Valdelaguna,200,59.35
09415 Valle de Valdelucio,345,48.85
39101 Valle de Villaverde,360,51.46
31260 Valle de Yerri/Deierri,1490,47.78
34902 Valle del Retortillo,190,53.21
18907 Valle del Zalabí,2315,44.25
38049 Valle Gran Rey,4490,44.15
"18902 Valle, El",1135,48.64
24191 Vallecillo,135,53.9
38050 Vallehermoso,2955,50.06
37343 Vallejera de Riofrío,70,42.68
40219 Vallelado,775,47.75
46253 Vallés,150,47.22
09418 Valles de Palenzuela,85,51.9
49230 Vallesa de la Guareña,120,61.26
35032 Valleseco,3895,45.06
25240 Vallfogona de Balaguer,1850,40.9
17170 Vallfogona de Ripollès,220,47.68
43159 Vallfogona de Riucorb,120,53.17
08294 Vallgorguina,2605,37.03
12127 Vallibona,100,53.99
08295 Vallirana,14325,38.29
17209 Vall-llobrega,895,36.64
43160 Vallmoll,1650,41.34
08296 Vallromanes,2465,37.57
43161 Valls,24645,40.12
"25906 Valls d'Aguilar, Les",290,51.09
"25239 Valls de Valira, Les",885,44.44
50275 Valmadrid,120,42.02
45180 Valmojado,4130,37.42
18183 Válor,720,51.05
47184 Valoria la Buena,535,43.05
50276 Valpalmas,160,53.05
37340 Valsalabroso,160,61.94
40214 Valseca,295,48.31
14064 Valsequillo,400,49.47
35031 Valsequillo de Gran Canaria,9120,38.11
40215 Valtiendas,130,56.63
31249 Valtierra,2425,44.1
50277 Valtorres,100,57.12
38048 Valverde,4990,43.19
28166 Valverde de Alcalá,440,44.15
06142 Valverde de Burguillos,310,51.14
16236 Valverde de Júcar,1150,45.14
10204 Valverde de la Vera,545,54.76
24189 Valverde de la Virgen,6880,38.4
06143 Valverde de Leganés,4225,39.7
06144 Valverde de Llerena,685,47.06
19311 Valverde de los Arroyos,90,68.03
06145 Valverde de Mérida,1125,41.75
21072 Valverde del Camino,12760,41.54
10205 Valverde del Fresno,2445,47.49
40216 Valverde del Majano,1085,36.19
24190 Valverde-Enrique,190,59.06
16237 Valverdejo,110,56.38
37342 Valverdón,280,45.22
43162 Vandellòs i l'Hospitalet de l'Infant,5915,40.08
"25909 Vansa i Fórnols, La",200,53.43
16238 Vara de Rey,620,52.32
"24193 Vecilla, La",415,52.48
37344 Vecinos,280,50.8
15089 Vedra,5030,45.57
24196 Vega de Espinareda,2425,50.38
24197 Vega de Infanzones,920,48.78
39096 Vega de Liébana,840,52.1
39097 Vega de Pas,790,46.7
47187 Vega de Ruiponce,115,50.49
35033 Vega de San Mateo,7735,41.62
05253 Vega de Santa María,90,51.65
49231 Vega de Tera,400,55.51
37345 Vega de Tirados,200,51.51
24198 Vega de Valcarce,710,54.46
47188 Vega de Valdetronco,130,54.19
49232 Vega de Villalobos,120,50.77
16239 Vega del Codorno,175,52.75
24194 Vegacervera,320,50.28
33074 Vegadeo,4130,48.43
40222 Veganzones,285,49.61
24199 Vegaquemada,450,55.56
40223 Vegas de Matute,285,50.03
24201 Vegas del Condado,1165,55.92
18911 Vegas del Genil,9615,32.9
10902 Vegaviana,870,42.19
"37346 Veguillas, Las",285,50.76
"32083 Veiga, A",990,57.8
11039 Vejer de la Frontera,12795,39.84
45181 Velada,2855,41.21
42200 Velamazán,100,62.55
47189 Velascálvaro,180,46.02
05254 Velayos,265,48.19
04097 Velefique,295,55.97
18184 Vélez de Benaudalla,2865,41
04098 Vélez-Blanco,2170,47.76
29094 Vélez-Málaga,76665,38.98
04099 Vélez-Rubio,6845,44.08
47190 Velilla,120,51.88
22245 Velilla de Cinca,440,47.89
50278 Velilla de Ebro,240,48.24
50279 Velilla de Jiloca,95,58.4
28167 Velilla de San Antonio,11875,34.12
34199 Velilla del Río Carrión,1485,49.72
"37347 Vellés, La",580,44.05
16240 Vellisca,140,58.22
47191 Velliza,110,54.61
"28168 Vellón, El",1730,40.29
22909 Vencillón,460,42.88
"43163 Vendrell, El",36365,39.13
49234 Venialbo,455,53.94
34023 Venta de Baños,6455,43.56
46254 Venta del Moro,1420,49.32
17210 Ventalló,805,45.15
"45182 Ventas con Peña Aguilera, Las",1305,45.78
18185 Ventas de Huelma,705,44.39
"45183 Ventas de Retamosa, Las",3310,33.95
"45184 Ventas de San Julián, Las",175,40.74
26163 Ventosa,165,45.4
47192 Ventosa de la Cuesta,130,54.38
37348 Ventosa del Río Almar,125,52.28
28169 Venturada,1850,38.6
04100 Vera,14615,36.53
50280 Vera de Moncayo,375,50.58
25242 Verdú,950,46.6
32084 Verea,1160,58.16
"03138 Verger, el",4640,40.73
17211 Verges,1190,45.2
32085 Verín,14335,44.63
34201 Vertavillo,215,57.72
43164 Vespella de Gaià,395,42.46
49235 Vezdemarbán,540,51.3
31251 Viana,3965,42.86
47193 Viana de Cega,1960,38.17
32086 Viana do Bolo,3085,52.33
10206 Viandar de la Vera,275,52.37
02076 Vianos,405,49.11
04101 Viator,5425,35.34
08298 Vic,40620,39.31
04102 Vícar,23415,33.68
"27064 Vicedo, O",1895,52.12
22248 Vicién,115,48.12
"38051 Victoria de Acentejo, La",8945,40.36
"14065 Victoria, La",2370,39.33
"34093 Vid de Ojeda, La",115,51.05
"09421 Vid y Barrios, La",275,52.06
31252 Vidángoz/Bidankoze,95,51.54
49236 Vidayanes,95,52.27
49237 Videmala,160,59.85
"37349 Vídola, La",140,59.37
17212 Vidrà,165,41.94
17213 Vidreres,7635,39.53
25243 Vielha e Mijaran,5430,37.64
50281 Vierlas,95,47.63
36057 Vigo,294460,43.09
26165 Viguera,430,44.79
36059 Vila de Cruces,6075,50.31
43165 Vilabella,830,45.25
17214 Vilabertran,905,43.54
17215 Vilablareix,2430,39.19
36058 Vilaboa,6035,44.62
08299 Vilada,490,51.24
17217 Viladamat,445,46.07
17216 Viladasens,210,43.75
08301 Viladecans,64935,38.58
08300 Viladecavalls,7415,38.21
17218 Vilademuls,745,43.35
17220 Viladrau,1065,41.08
12128 Vilafamés,1930,41.91
17221 Vilafant,5485,39.64
38052 Vilaflor,1785,44.27
07065 Vilafranca de Bonany,2985,40.82
08305 Vilafranca del Penedès,38520,39.57
36060 Vilagarcía de Arousa,37380,41.81
25244 Vilagrassa,490,42.19
17223 Vilajuïga,1150,41.14
27065 Vilalba,14890,48.42
43175 Vilalba dels Arcs,710,49.93
08306 Vilalba Sasserra,700,38.65
25245 Vilaller,635,44.85
17224 Vilallonga de Ter,450,48.91
43166 Vilallonga del Camp,2210,36.55
17225 Vilamacolum,285,44.22
17226 Vilamalla,1090,39.96
17227 Vilamaniscle,165,39.39
32087 Vilamarín,2095,52.12
32088 Vilamartín de Valdeorras,1745,49.83
46256 Vilamarxant,9325,40.05
17228 Vilanant,375,40.29
12132 Vilanova d'Alcolea,670,48.93
36061 Vilanova de Arousa,10440,42.96
25248 Vilanova de Bellpuig,1190,46.13
25254 Vilanova de la Barca,1120,43.77
25249 Vilanova de l'Aguda,240,48.79
25250 Vilanova de Meià,420,49.35
43168 Vilanova de Prades,125,49.12
08303 Vilanova de Sau,325,44.4
25251 Vilanova de Segrià,890,42.74
08302 Vilanova del Camí,12575,37.97
08902 Vilanova del Vallès,5060,35.97
43167 Vilanova d'Escornalbou,560,43.45
08307 Vilanova i la Geltrú,65855,41.21
43169 Vilaplana,620,46.24
32089 Vilar de Barrio,1570,57.93
12134 Vilar de Canes,185,45.89
32090 Vilar de Santos,920,54.54
32091 Vilardevós,2120,57.68
12135 Vila-real,50450,38.95
32092 Vilariño de Conso,640,55.32
15091 Vilarmaior,1265,52.43
43170 Vila-rodona,1275,41.65
17230 Vila-sacra,670,41.31
25252 Vila-sana,700,42.39
15090 Vilasantar,1355,53.21
43171 Vila-seca,21755,36.74
08214 Vilassar de Dalt,8775,41.41
08219 Vilassar de Mar,19735,40.66
17222 Vilaür,140,42.53
"12136 Vilavella, la",3280,42.67
43172 Vilaverd,495,42.18
23094 Vilches,4805,42.55
"43173 Vilella Alta, La",140,43.44
"43174 Vilella Baixa, La",220,43.45
"45186 Villa de Don Fadrique, La",4110,44.36
38053 Villa de Mazo,4825,43.91
10207 Villa del Campo,525,55.48
28171 Villa del Prado,6245,38.71
10208 Villa del Rey,140,54.23
14066 Villa del Río,7425,39.99
47195 Villabáñez,510,44.57
21073 Villablanca,2880,39.83
24202 Villablino,10185,45.32
20075 Villabona,5845,41.26
47197 Villabrágima,1085,49.07
24203 Villabraz,115,57.38
49238 Villabrázaro,290,56.53
01057 Villabuena de Álava/Eskuernaga,330,49.75
49239 Villabuena del Puente,825,53.26
45185 Villacañas,10380,39.23
39098 Villacarriedo,1690,45.71
23095 Villacarrillo,11235,41.43
40225 Villacastín,1615,42.93
47199 Villacid de Campos,90,56.13
47200 Villaco,105,54.83
34205 Villaconancio,70,59.75
28170 Villaconejos,3500,39.64
16242 Villaconejos de Trabaque,440,49.01
34206 Villada,1000,46.23
24205 Villadangos del Páramo,1125,47.88
24207 Villademor de la Vega,390,51.95
49240 Villadepera,255,56.46
09427 Villadiego,1665,53.78
50283 Villadoz,85,58.14
34208 Villaeles de Valdavia,65,54.25
39099 Villaescusa,3735,42.47
49241 Villaescusa,295,54.31
16243 Villaescusa de Haro,550,50.73
09428 Villaescusa de Roa,125,56.29
09429 Villaescusa la Sombría,70,49.45
49242 Villafáfila,570,52.55
50284 Villafeliche,200,56
49243 Villaferrueña,120,61.45
05256 Villaflor,135,56.46
37351 Villaflores,315,56.54
47203 Villafrades de Campos,90,52.68
31254 Villafranca,2890,42.34
14067 Villafranca de Córdoba,4810,38.55
47204 Villafranca de Duero,315,56.5
50285 Villafranca de Ebro,775,43.02
05257 Villafranca de la Sierra,155,54.47
06149 Villafranca de los Barros,13200,40.62
45187 Villafranca de los Caballeros,5345,42.79
24209 Villafranca del Bierzo,3360,50.78
44251 Villafranca del Campo,330,49.66
12129 Villafranca del Cid/Vilafranca,2480,46.25
09431 Villafranca Montes de Oca,130,56.91
47205 Villafrechós,515,47.34
09432 Villafruela,225,57.66
47206 Villafuerte,115,56.62
39100 Villafufre,1115,45.6
47207 Villagarcía de Campos,370,54.57
06150 Villagarcía de la Torre,1000,47.56
16244 Villagarcía del Llano,840,48.11
24210 Villagatón,610,54.71
47208 Villagómez la Nueva,70,53.39
06151 Villagonzalo,1330,43.99
37352 Villagonzalo de Tormes,225,47.19
09434 Villagonzalo Pedernales,1660,35.11
34210 Villahán,110,55.49
14068 Villaharta,725,44.35
13089 Villahermosa,2135,49.79
44252 Villahermosa del Campo,100,52.87
12130 Villahermosa del Río,445,50.12
34211 Villaherreros,230,53.56
09437 Villahoz,350,52.23
"03139 Villajoyosa/Vila Joiosa, la",32500,40.14
47210 Villalar de los Comuneros,465,51.52
49245 Villalazán,320,51.3
09438 Villalba de Duero,675,43.76
34214 Villalba de Guardo,195,49.59
49246 Villalba de la Lampreana,270,54.17
16245 Villalba de la Sierra,540,47.49
47212 Villalba de los Alcores,455,49.48
06152 Villalba de los Barros,1615,41.98
37353 Villalba de los Llanos,150,52.8
50286 Villalba de Perejil,110,50.11
26166 Villalba de Rioja,145,47.43
21074 Villalba del Alcor,3405,40.89
16246 Villalba del Rey,575,54.01
47213 Villalbarba,135,55.2
28172 Villalbilla,10865,35.12
09439 Villalbilla de Burgos,1180,36.54
09440 Villalbilla de Gumiel,105,57.01
49247 Villalcampo,515,58.29
34215 Villalcázar de Sirga,165,52.86
50287 Villalengua,390,49.08
02078 Villalgordo del Júcar,1230,46.75
16247 Villalgordo del Marquesado,100,57.55
09442 Villalmanzo,435,49.51
34217 Villalobón,1470,35.31
49248 Villalobos,290,50.24
47214 Villalón de Campos,1750,47.55
46255 Vilallonga/Villalonga,4365,41.79
49249 Villalonso,90,59.57
49250 Villalpando,1515,46.37
16248 Villalpardo,1145,43.33
49251 Villalube,200,56.87
45188 Villaluenga de la Sagra,4085,38.92
34218 Villaluenga de la Vega,590,49.62
11040 Villaluenga del Rosario,470,42.56
02079 Villamalea,4105,43.24
12131 Villamalur,95,55.5
24211 Villamandos,320,55.55
24901 Villamanín,1105,50.19
13090 Villamanrique,1385,47.63
41097 Villamanrique de la Condesa,4245,38.41
28173 Villamanrique de Tajo,755,42.29
28174 Villamanta,2290,38.42
28175 Villamantilla,1165,36.34
24212 Villamañán,1265,51.65
11041 Villamartín,12470,38.26
34220 Villamartín de Campos,180,44.55
24213 Villamartín de Don Sancho,160,60.87
37354 Villamayor,6595,34.93
13091 Villamayor de Calatrava,650,50.79
49252 Villamayor de Campos,425,54.54
50903 Villamayor de Gállego,2825,43.79
09443 Villamayor de los Montes,210,53.95
31255 Villamayor de Monjardín,135,48.74
16249 Villamayor de Santiago,2885,44.08
09444 Villamayor de Treviño,85,53.81
34221 Villamediana,190,53.7
26168 Villamediana de Iregua,7160,35.4
24214 Villamejil,775,58.69
18908 Villamena,1045,43.09
34222 Villameriel,125,54.51
10209 Villamesías,295,52.51
10210 Villamiel,645,49.37
45189 Villamiel de Toledo,925,40.54
45190 Villaminaya,580,49.94
24215 Villamol,180,53.47
24216 Villamontán de la Valduerna,860,59.83
49255 Villamor de los Escuderos,465,53.44
24217 Villamoratiel de las Matas,155,53.47
34223 Villamoronta,280,49.84
45191 Villamuelas,730,44.68
34225 Villamuriel de Cerrato,6275,37.47
47216 Villán de Tordesillas,140,47.88
49256 Villanázar,335,52.47
09448 Villangómez,250,55.85
22249 Villanova,145,40.58
22250 Villanúa,495,43.78
47217 Villanubla,2360,36.83
45192 Villanueva de Alcardete,3680,42.68
19317 Villanueva de Alcorón,190,53.53
29095 Villanueva de Algaidas,4425,42.87
09449 Villanueva de Argaño,115,47.24
05905 Villanueva de Ávila,260,64.5
49257 Villanueva de Azoague,320,45.74
45193 Villanueva de Bogas,815,47.53
26169 Villanueva de Cameros,90,50.85
49258 Villanueva de Campeán,140,51.09
46257 Villanueva de Castellón,7405,42.49
14069 Villanueva de Córdoba,9280,43.78
47218 Villanueva de Duero,1205,44.03
50288 Villanueva de Gállego,4565,38.83
05258 Villanueva de Gómez,145,56.26
16250 Villanueva de Guadamejud,105,53.42
09451 Villanueva de Gumiel,300,48.89
50290 Villanueva de Huerva,565,54.04
28176 Villanueva de la Cañada,17855,35.41
29902 Villanueva de la Concepción,3425,41.01
13092 Villanueva de la Fuente,2405,46.1
16251 Villanueva de la Jara,2480,42.42
23096 Villanueva de la Reina,3325,42.22
06153 Villanueva de la Serena,25910,40.37
10211 Villanueva de la Sierra,490,50.78
19319 Villanueva de la Torre,6285,31.88
10212 Villanueva de la Vera,2110,46.09
21075 Villanueva de las Cruces,410,48.28
24218 Villanueva de las Manzanas,525,53.94
49259 Villanueva de las Peras,120,67.97
18187 Villanueva de las Torres,685,43.97
47220 Villanueva de los Caballeros,215,54.1
21076 Villanueva de los Castillejos,2750,41.7
13093 Villanueva de los Infantes,5595,44.33
47221 Villanueva de los Infantes,120,48.25
33075 Villanueva de Oscos,345,52.6
28178 Villanueva de Perales,1485,37.16
13094 Villanueva de San Carlos,360,53.48
41100 Villanueva de San Juan,1330,44.39
47222 Villanueva de San Mancio,110,41.85
22251 Villanueva de Sigena,425,47.57
29098 Villanueva de Tapia,1630,44.58
12133 Villanueva de Viver,75,56.98
05259 Villanueva del Aceral,155,52.89
41098 Villanueva del Ariscal,6145,38.18
23097 Villanueva del Arzobispo,8810,40.23
05260 Villanueva del Campillo,115,60.29
49260 Villanueva del Campo,915,50.32
37355 Villanueva del Conde,180,60.18
14070 Villanueva del Duque,1580,47.77
06154 Villanueva del Fresno,3580,41.71
28177 Villanueva del Pardillo,16355,31.98
14071 Villanueva del Rey,1140,46.23
30042 Villanueva del Río Segura,2350,38.4
41099 Villanueva del Río y Minas,5170,42.41
29096 Villanueva del Rosario,3620,42.71
29097 Villanueva del Trabuco,5400,41.05
18188 Villanueva Mesía,2105,41.09
34228 Villanuño de Valdavia,100,57.64
24219 Villaobispo de Otero,650,48.91
24902 Villaornate y Castro,400,55.39
02080 Villapalacios,685,48.83
34229 Villaprovedo,70,52.99
24221 Villaquejida,975,49.14
24222 Villaquilambre,18000,37.49
09456 Villaquirán de los Infantes,145,55.99
"26170 Villar de Arnedo, El",650,48.79
16253 Villar de Cañas,425,51.51
37357 Villar de Ciervo,295,59.15
16254 Villar de Domingo García,225,49.07
37358 Villar de Gallimazo,180,48.51
16255 Villar de la Encina,170,60.03
37359 Villar de la Yegua,205,60.51
50291 Villar de los Navarros,115,61.85
16263 Villar de Olalla,1240,43.97
37360 Villar de Peralonso,275,52.03
10214 Villar de Plasencia,235,55.58
06156 Villar de Rena,1410,43.3
37361 Villar de Samaniego,100,57.37
26171 Villar de Torre,245,58.51
46258 Villar del Arzobispo,3725,44.39
49264 Villar del Buey,700,60.11
44257 Villar del Cobo,205,52.34
16258 Villar del Humo,285,62.2
28179 Villar del Olmo,2080,37.99
10213 Villar del Pedroso,650,54.89
13095 Villar del Pozo,95,55.8
06155 Villar del Rey,2355,42.66
42209 Villar del Río,170,52.57
16910 Villar y Velasco,100,63.39
